Stock Name,Stock Count,Company,Sector,Industry,Country,Market Cap,P/E,Price,Volume,EPS Time,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Date,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Divident,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
TAST,143,"Carrols Restaurant Group, Inc.",Services,Restaurants,USA,324.60M,-,7.54,"487,433",Tomorrow Before Market EPS,3-Hold ,STRONG BUY,C- (Hold),D,November6,23.79,-,0.26,0.95,95.47,6.89,63.70%,170.94%,18.10%,12.26%,12.20%,-,-1.10%,-5.00%,7.30%,0.30,0.20,1.34,1.36,38.40%,0.50%,-0.90%,Nov 07/b,43.05M,27.02M,0.50%,19.50%,76.10%,1.33%,14.81%,7.15,559.63K,5.16%,10.07%,-3.21%,-14.61%,-41.96%,-23.37%,4.10%,4.90%,1.50,0.87,0.49,0.37,3.51%,-1.80%,-14.47%,-44.07%,21.03%,49.95,-2.20%,-0.26%
TCP,144,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,USA,2.83B,-,39.70,"158,278",Tomorrow Before Market EPS,4-Sell ,HOLD,C (Hold),B,November6,10.78,-,5.34,4.69,62.88,5.99,-184.60%,-0.24%,-26.60%,9.30%,10.00%,6.55%,-7.00%,-29.90%,-9.20%,0.60,0.60,3.13,3.30,-,-48.30%,-39.80%,Nov 07/b,71.27M,52.32M,23.96%,0.00%,82.70%,-4.44%,2.40%,4.80,261.46K,0.89%,0.97%,3.93%,10.71%,30.42%,23.60%,3.09%,2.29%,3.00,0.61,0.70,0.94,1.50%,0.71%,7.19%,-5.72%,47.69%,56.13,-0.53%,0.18%
TCX,198,Tucows Inc.,Technology,Internet Information Providers,Canada,579.59M,32.99,54.99,"91,415",Today After Market EPS,3-Hold ,BUY,C+ (Hold),C,November6,31.07,1.14,1.74,6.74,48.30,362.25,21.10%,48.74%,37.90%,29.00%,21.60%,-,4.10%,18.70%,16.00%,0.90,0.90,1.15,1.15,29.80%,8.60%,4.60%,Nov 06/a,10.54M,9.42M,6.50%,-1.30%,71.40%,4.54%,17.76%,27.85,60.09K,-3.96%,7.74%,14.09%,-20.01%,9.56%,-8.44%,3.89%,3.30%,2.50,1.52,1.17,1.91,-1.48%,1.04%,-14.40%,-39.04%,22.17%,47.16,-1.66%,-0.09%
TEVA,145,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Other,Israel,8.65B,-,8.10,"19,914,069",Tomorrow Before Market EPS,2-Buy ,HOLD,D (Sell),F,November6,3.26,-,0.49,0.63,4.00,102.99,87.00%,4.90%,-28.50%,-2.80%,-1.50%,-,-6.50%,-27.90%,-3.20%,1.00,0.60,1.84,2.03,43.10%,-20.60%,-22.60%,Nov 07/b,1.07B,1.05B,3.95%,0.46%,59.70%,0.57%,7.58%,3.62,21.92M,-1.10%,24.04%,11.11%,-44.02%,-64.55%,-47.47%,4.94%,5.89%,2.90,0.91,1.74,0.43,4.53%,8.87%,-28.64%,-66.21%,33.44%,52.85,-5.37%,0.23%
TGA,146,TransGlobe Energy Corporation,Basic Materials,Independent Oil & Gas,Canada,87.47M,2.60,1.23,"56,722",Tomorrow Before Market EPS,3-Hold ,BUY,C+ (Hold),D,November6,2.51,-,0.57,0.40,2.56,1.61,119.80%,96.00%,-21.30%,-13.14%,-10.90%,11.38%,5.40%,8.00%,10.00%,3.40,2.80,0.22,0.23,68.20%,35.20%,11.10%,Nov 07/b,71.11M,59.37M,6.30%,0.00%,38.00%,-4.03%,0.19%,0.83,139.48K,5.13%,-6.11%,-14.58%,-32.04%,-48.10%,-34.22%,4.39%,3.82%,2.50,0.41,1.15,0.05,-0.71%,-7.06%,-23.57%,-51.00%,6.96%,43.31,-3.15%,0.79%
TGI,147,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,1.14B,-,22.77,"335,920",Tomorrow Before Market EPS,4-Sell ,HOLD,D (Sell),C,November6,7.33,-,0.35,-,39.28,-,28.90%,22.48%,-29.50%,10.83%,-2.20%,0.70%,-7.30%,55.20%,-29.20%,1.20,0.70,-,-,16.10%,-5.30%,-7.00%,Nov 07/b,49.85M,49.25M,1.10%,0.00%,-,-1.56%,13.59%,15.79,423.66K,7.36%,12.39%,-5.32%,-0.35%,13.85%,98.00%,3.55%,3.29%,2.70,0.79,2.74,0.77,8.42%,3.56%,5.27%,-12.42%,104.03%,61.28,-0.13%,-0.13%
TGNA,148,TEGNA Inc.,Services,Broadcasting - TV,USA,3.28B,8.04,15.10,"1,649,963",Tomorrow Before Market EPS,2-Buy ,BUY,B (Buy),B,November6,7.08,3.66,1.47,2.21,111.88,9.43,77.00%,63.03%,34.40%,2.20%,6.60%,1.85%,7.80%,30.30%,13.60%,1.90,1.90,2.00,0.00,50.30%,30.60%,18.40%,Nov 07/b,217.09M,215.89M,0.10%,0.00%,98.48%,4.55%,6.04%,6.09,2.14M,-3.27%,3.64%,3.21%,-5.92%,23.97%,38.91%,3.21%,2.79%,2.00,0.77,1.44,0.46,-2.32%,-1.10%,2.39%,-8.93%,47.46%,43.34,-0.07%,-0.66%
THS,149,"TreeHouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,3.11B,-,55.17,"582,859",Tomorrow Before Market EPS,4-Sell ,BUY,C- (Hold),B,November6,19.42,-,0.57,1.57,-,24.04,83.60%,13.64%,-19.90%,14.00%,20.40%,-,-3.60%,-9.70%,2.00%,1.70,0.70,1.14,1.14,16.30%,-1.40%,-3.80%,Nov 07/b,56.30M,55.11M,0.30%,-14.66%,-,-0.11%,9.27%,12.72,401.72K,-0.11%,6.12%,2.79%,-4.17%,20.41%,8.80%,2.64%,2.07%,2.20,1.45,0.74,1.20,1.90%,1.34%,-3.21%,-18.72%,20.87%,51.80,-0.63%,0.25%
TIPT,150,Tiptree Inc.,Financial,Life Insurance,USA,249.90M,39.84,7.29,"18,318",Tomorrow Before Market EPS,,None,C+ (Hold),A,November6,-,-,0.36,0.64,1.42,6.65,-118.00%,-,16.70%,-,92.40%,2.19%,0.80%,3.90%,-1.90%,-,-,0.75,0.75,55.30%,0.90%,2.20%,Nov 07/b,34.28M,23.10M,23.90%,3.29%,38.50%,0.20%,1.27%,9.92,29.59K,-0.14%,2.39%,11.13%,23.77%,23.77%,30.41%,1.79%,2.46%,-,0.62,0.03,0.17,-0.53%,0.78%,12.44%,-6.54%,45.51%,47.11,0.28%,-0.68%
TLND,199,Talend S.A.,Technology,Application Software,USA,1.04B,-,35.23,"291,259",Today After Market EPS,3-Hold ,BUY,D- (Sell),D,November6,-,-,4.60,97.86,32.43,-,-25.50%,36.20%,-14.00%,30.00%,30.90%,-,-26.70%,-275.10%,-162.90%,0.60,0.60,0.05,0.08,74.70%,-25.60%,-25.40%,Nov 06/a,29.55M,28.77M,0.60%,-2.67%,87.60%,2.08%,9.02%,7.94,327.00K,2.89%,-0.70%,-7.48%,-28.25%,-40.90%,-4.99%,5.57%,4.24%,2.10,0.89,-,1.54,-0.14%,-3.81%,-15.16%,-44.97%,13.13%,49.00,-2.19%,0.00%
TMST,200,TimkenSteel Corporation,Basic Materials,Steel & Iron,USA,252.75M,-,6.07,"241,470",Today After Market EPS,3-Hold ,HOLD,D (Sell),F,November6,30.66,-,0.17,0.45,12.09,-,6.10%,144.40%,-18.80%,-,3.10%,-,-3.20%,-6.80%,0.60%,3.10,1.10,0.36,0.36,7.00%,0.60%,-2.50%,Nov 06/a,41.64M,36.32M,2.20%,10.71%,71.40%,-0.37%,11.97%,12.23,355.42K,4.30%,3.58%,-5.75%,-35.77%,-52.28%,-30.55%,5.93%,6.02%,2.70,0.68,2.48,0.34,5.46%,-0.01%,-28.56%,-58.37%,24.90%,51.40,-3.80%,-0.63%
TOO,151,Teekay Offshore Partners L.P.,Services,Shipping,Bermuda,632.50M,-,1.53,"626,133",Tomorrow Before Market EPS,,HOLD,D (Sell),D,November6,-,-,0.44,0.46,3.14,3.43,75.30%,-,-19.00%,6.00%,8.80%,2.61%,-0.70%,-2.50%,0.70%,0.50,0.50,1.90,2.26,56.00%,22.00%,-2.40%,Nov 07/b,413.40M,406.60M,42.60%,0.00%,89.70%,0.15%,0.05%,0.19,1.01M,0.00%,0.00%,36.61%,18.60%,-21.94%,26.45%,0.65%,0.81%,3.00,0.62,2.39,0.02,-0.20%,12.58%,20.82%,-25.37%,48.54%,65.94,0.00%,-0.33%
TPC,201,Tutor Perini Corporation,Industrial Goods,Heavy Construction,USA,737.90M,-,15.71,"626,992",Today After Market EPS,3-Hold ,BUY,D (Sell),D,November6,6.69,-,0.17,0.53,4.92,-,-11.20%,46.88%,-1.50%,10.00%,1.30%,-,-5.60%,-14.60%,6.10%,2.00,1.40,0.63,0.64,10.40%,-4.10%,-5.70%,Nov 06/a,46.97M,40.10M,12.60%,-3.27%,89.44%,14.45%,25.67%,16.71,616.00K,-0.76%,12.46%,42.17%,-7.86%,-11.29%,-1.63%,5.01%,3.54%,2.00,1.02,1.95,0.61,-1.88%,13.55%,2.60%,-23.43%,70.02%,52.55,-6.21%,-0.12%
TPIC,202,"TPI Composites, Inc.",Industrial Goods,Diversified Machinery,USA,750.56M,-,21.63,"766,562",Today After Market EPS,3-Hold ,BUY,C- (Hold),C,November6,13.82,-,0.64,3.58,12.79,-,-96.00%,1214.30%,18.90%,50.00%,36.80%,-,-1.40%,-4.40%,6.80%,1.30,1.20,0.54,0.70,4.30%,-0.30%,-0.80%,Nov 06/a,34.70M,28.53M,1.60%,3.69%,-,3.67%,13.96%,7.05,564.68K,4.90%,17.36%,2.95%,-11.79%,-17.97%,-12.00%,4.01%,3.91%,1.80,1.36,-,0.81,9.12%,14.17%,-11.74%,-33.93%,28.79%,76.36,-0.14%,-0.05%
TPL,203,Texas Pacific Land Trust,Financial,Real Estate Development,USA,4.95B,16.36,638.40,"13,794",Today After Market EPS,,None,B (Buy),D,November6,-,-,11.13,12.92,25.99,18.74,117.80%,-,53.50%,-,46.80%,0.27%,88.30%,104.80%,85.30%,-,-,0.00,0.00,-,85.00%,68.10%,Nov 06/a,7.76M,7.41M,4.00%,1.99%,40.20%,0.03%,0.25%,1.18,15.75K,7.97%,4.27%,-5.42%,-18.99%,-4.32%,18.56%,4.83%,3.14%,-,0.88,1.28,21.87,5.19%,0.87%,-12.39%,-30.28%,57.01%,55.85,-1.80%,-0.74%
TPVG,204,TriplePoint Venture Growth BDC Corp.,Financial,Closed-End Fund - Equity,USA,419.38M,7.35,16.87,"142,738",Today After Market EPS,2-Buy ,BUY,A (Buy),],November6,9.92,0.73,5.87,1.19,-,-,-6.40%,6.20%,1.39%,10.00%,-,8.54%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,24.86M,-,1.41%,0.00%,37.59%,-,-,2.89,192.61K,2.00%,4.72%,8.35%,19.14%,35.86%,54.91%,1.33%,1.18%,2.40,0.74,-,0.24,2.37%,2.54%,15.47%,-1.75%,64.59%,64.64,0.42%,-0.47%
TREC,205,Trecora Resources,Basic Materials,Chemicals - Major Diversified,USA,217.53M,-,8.85,"436,818",Today After Market EPS,1-Strong Buy ,BUY,C (Hold),D,November6,18.44,-,0.77,1.15,50.59,120.85,-131.10%,92.00%,-16.20%,17.50%,4.00%,-,-0.80%,-1.50%,1.00%,2.20,1.60,0.50,0.52,10.70%,1.10%,-1.00%,Nov 06/a,24.58M,21.38M,10.90%,-14.07%,53.20%,0.05%,1.49%,7.55,42.28K,0.23%,-0.23%,-3.17%,-9.88%,-5.45%,13.46%,2.20%,2.14%,1.70,10.33,1.22,0.20,0.40%,-0.51%,-3.94%,-16.03%,32.29%,50.23,-0.67%,-0.67%
TRGP,152,Targa Resources Corp.,Basic Materials,Oil & Gas Pipelines,USA,9.17B,-,39.47,"1,998,209",Tomorrow Before Market EPS,3-Hold ,BUY,C (Hold),D,November6,135.17,-,0.93,1.65,40.50,-,66.90%,138.70%,-18.60%,55.19%,10.70%,9.22%,-1.70%,-5.20%,1.80%,0.70,0.60,1.20,1.25,24.30%,1.70%,-3.10%,Nov 07/b,232.40M,228.44M,0.20%,12.44%,96.38%,0.26%,7.35%,7.75,2.17M,-1.89%,4.20%,9.76%,2.39%,-23.96%,9.58%,3.36%,2.65%,2.10,0.92,1.74,1.18,-0.76%,0.55%,-0.75%,-28.33%,23.34%,47.82,-2.16%,-0.66%
TRIP,206,"TripAdvisor, Inc.",Technology,Internet Information Providers,USA,5.68B,41.92,40.79,"2,196,279",Today After Market EPS,3-Hold ,HOLD,C (Hold),D,November6,18.83,3.08,3.55,3.60,5.88,16.71,108.70%,15.52%,-10.70%,13.60%,11.30%,-,5.90%,9.10%,8.00%,2.00,2.00,0.05,0.05,94.40%,13.00%,8.60%,Nov 06/a,139.30M,107.56M,0.20%,-3.97%,99.10%,-0.19%,10.17%,6.66,1.64M,1.32%,9.56%,-5.71%,-16.47%,-23.38%,-24.38%,2.56%,2.96%,2.90,1.34,1.38,1.16,3.71%,4.45%,-12.37%,-40.88%,15.19%,56.70,-0.73%,0.27%
TSG,153,The Stars Group Inc.,Services,Gaming Activities,Canada,6.18B,692.26,21.46,"1,488,109",Tomorrow Before Market EPS,3-Hold ,BUY,C- (Hold),B,November6,8.72,-,2.53,1.41,-,-,21.30%,7.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nov 07/b,287.77M,161.27M,7.16%,-,25.88%,-,11.62%,4.70,3.99M,3.87%,9.94%,37.65%,6.71%,6.66%,29.90%,2.57%,1.81%,2.00,0.37,-,0.62,5.29%,19.26%,24.87%,-3.46%,70.45%,67.68,0.28%,-0.56%
TTGT,207,"TechTarget, Inc.",Technology,Internet Information Providers,USA,686.16M,51.60,25.18,"116,657",Today After Market EPS,3-Hold ,BUY,B (Buy),B,November6,31.55,2.58,5.41,4.92,15.45,25.32,98.70%,32.34%,62.50%,20.00%,6.50%,-,7.30%,10.30%,9.30%,4.90,4.90,0.16,0.17,76.30%,14.30%,10.90%,Nov 06/a,27.25M,19.80M,3.20%,-31.11%,76.20%,-0.17%,6.98%,9.08,152.22K,2.57%,13.47%,5.05%,17.28%,23.13%,106.22%,2.45%,2.61%,2.00,0.77,0.74,0.63,7.15%,6.68%,26.15%,-1.14%,126.44%,69.29,1.17%,-0.44%
TTI,154,"TETRA Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,227.07M,-,1.84,"713,461",Tomorrow Before Market EPS,4-Sell ,BUY,D (Sell),D,November6,230.00,-,0.21,1.43,8.73,-,-164.30%,114.30%,-28.73%,29.00%,1.90%,-,-1.40%,-11.80%,2.10%,1.90,1.20,5.33,0.00,16.50%,3.00%,-1.80%,Nov 07/b,123.41M,120.46M,0.70%,0.00%,80.10%,-0.09%,2.73%,6.02,545.54K,7.60%,-13.21%,15.00%,-14.42%,-41.59%,9.52%,7.77%,7.98%,2.00,1.31,1.75,0.14,5.14%,1.12%,-6.92%,-46.67%,47.20%,52.53,-4.66%,-1.03%
TW,155,Tradeweb Markets Inc.,Technology,Information & Delivery Services,USA,9.04B,58.56,40.58,"618,129",Tomorrow Before Market EPS,3-Hold ,HOLD,None,],November6,36.62,3.96,12.49,2.04,27.64,-,86.20%,11.24%,-,14.81%,-,0.79%,-,-,3.40%,-,-,0.00,0.00,-,23.60%,21.60%,Nov 07/b,222.76M,45.72M,0.20%,-,-,-,2.30%,1.14,924.45K,-3.24%,4.51%,-8.27%,-1.22%,-,13.32%,2.69%,4.23%,2.60,0.67,-,1.58,-1.61%,0.00%,-4.76%,-19.61%,20.49%,47.84,1.73%,-0.62%
TWI,156,"Titan International, Inc.",Industrial Goods,Farm & Construction Machinery,USA,172.80M,-,2.88,"312,346",Tomorrow Before Market EPS,3-Hold ,None,D+ (Sell),F,November6,24.62,-,0.11,0.61,2.60,-,105.80%,154.50%,-36.70%,25.00%,-5.80%,0.69%,-1.60%,-7.40%,4.80%,2.00,1.00,1.57,1.83,9.90%,0.40%,-1.40%,Nov 07/b,60.00M,57.32M,3.60%,10.66%,85.80%,-0.93%,3.56%,5.55,367.01K,4.73%,26.32%,-4.95%,-48.20%,-61.34%,-38.20%,6.35%,6.67%,-,0.85,2.15,0.19,5.34%,5.53%,-35.13%,-62.98%,28.00%,53.74,-4.00%,-0.33%
TWNK,208,"Hostess Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,1.67B,25.02,12.76,"1,318,583",Today After Market EPS,3-Hold ,BUY,F (Sell),B,November6,18.28,1.66,1.88,1.01,8.82,17.32,-42.90%,15.75%,-4.58%,15.04%,-,-,1.70%,4.20%,5.50%,2.20,2.00,0.73,0.74,32.40%,14.30%,5.90%,Nov 06/a,130.88M,104.89M,0.20%,-98.71%,-,0.66%,17.57%,13.68,1.35M,1.27%,-6.66%,-10.71%,-8.33%,16.21%,16.64%,2.10%,1.56%,2.30,0.98,0.47,0.22,-2.22%,-6.18%,-3.62%,-14.13%,24.00%,38.30,0.79%,0.08%
TXMD,209,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers - Major,USA,660.69M,-,2.62,"3,089,060",Today After Market EPS,3-Hold ,BUY,D- (Sell),D,November6,-,-,35.52,87.33,3.61,-,-57.50%,41.90%,-21.50%,19.50%,12.90%,-,-77.40%,-225.90%,-76.20%,5.20,5.00,23.96,23.96,80.30%,-,-,Nov 06/a,252.17M,228.02M,7.40%,2.53%,70.40%,0.46%,38.38%,23.85,3.67M,-2.24%,-27.32%,-0.76%,-26.20%,-45.98%,-31.23%,6.91%,7.11%,2.00,0.84,1.64,0.24,-21.48%,-22.46%,-30.20%,-56.98%,43.96%,32.92,-2.60%,-0.74%
UBX,210,"Unity Biotechnology, Inc.",Healthcare,Biotechnology,USA,272.41M,-,6.80,"235,693",Today After Market EPS,4-Sell ,BUY,None,D,November6,-,-,-,2.27,2.13,-,-153.60%,0.00%,-,-,-,-,-47.90%,-53.90%,-,9.30,9.30,0.00,0.00,-,-,-,Nov 06/a,40.06M,34.20M,8.20%,-,72.40%,0.10%,13.58%,16.49,281.63K,5.10%,7.42%,-5.03%,-23.34%,-47.25%,-58.18%,7.77%,7.11%,2.20,0.84,-,0.49,0.84%,1.88%,-16.87%,-61.05%,21.21%,49.54,-4.09%,0.28%
UFPT,157,"UFP Technologies, Inc.",Consumer Goods,Packaging & Containers,USA,309.17M,18.49,41.78,"38,206",Tomorrow Before Market EPS,3-Hold ,None,A (Buy),B,November6,14.87,-,1.57,2.07,59.46,14.79,83.30%,23.79%,3.90%,-,6.50%,-,8.80%,11.80%,9.40%,2.80,1.90,0.09,0.12,26.40%,11.70%,8.60%,Nov 07/b,7.40M,6.71M,8.20%,-5.30%,78.70%,0.85%,0.77%,2.55,20.36K,-1.09%,5.69%,-2.04%,12.19%,21.77%,39.08%,4.84%,3.22%,-,1.88,0.60,1.50,2.87%,3.71%,9.39%,-10.00%,50.31%,55.96,-1.88%,-0.47%
UHAL,211,AMERCO,Services,Rental & Leasing Services,USA,8.18B,22.15,424.50,"56,808",Today After Market EPS,,None,B (Buy),B,November6,19.03,1.48,2.14,2.07,15.73,-,-13.90%,10.36%,1.60%,15.00%,5.90%,-,3.20%,9.70%,6.40%,-,-,1.08,0.00,40.40%,16.50%,9.80%,Nov 06/a,19.26M,8.89M,0.10%,-30.48%,38.20%,0.78%,3.28%,5.62,51.85K,4.00%,14.27%,18.73%,10.05%,29.63%,29.73%,1.98%,1.98%,-,1.10,0.72,7.96,6.12%,10.50%,12.93%,-0.03%,33.22%,70.86,0.47%,0.11%
UONEK,158,"Urban One, Inc.",Services,Broadcasting - Radio,USA,89.40M,0.75,2.23,"58,161",Tomorrow Before Market EPS,,None,C (Hold),C,November6,-,-,0.20,0.55,6.12,2.23,-,-,33.60%,-,-0.40%,-,11.00%,93.20%,18.70%,1.70,1.70,4.92,5.14,72.00%,19.20%,31.50%,Nov 07/b,40.09M,18.35M,10.50%,-,43.30%,0.60%,12.18%,84.45,26.47K,0.45%,6.70%,11.50%,19.25%,2.76%,38.51%,2.33%,3.54%,-,2.20,0.85,0.07,3.90%,12.47%,11.71%,-7.42%,39.37%,66.09,0.00%,-0.22%
UPWK,212,Upwork Inc.,Technology,Internet Information Providers,USA,1.65B,-,15.07,"1,023,550",Today After Market EPS,3-Hold ,BUY,None,C,November6,-,-,6.01,6.36,12.75,-,-83.10%,40.00%,-,-0.04%,-,-,-4.90%,-10.90%,-4.40%,1.80,1.80,0.06,0.18,69.40%,-4.90%,-7.10%,Nov 06/a,109.57M,97.18M,0.90%,-,66.00%,-4.39%,4.78%,4.66,996.80K,-0.53%,10.00%,-11.41%,-10.62%,-22.08%,-16.79%,2.32%,2.81%,1.60,1.03,-,0.40,2.96%,5.37%,-11.96%,-39.72%,17.09%,58.08,-0.92%,-0.59%
USPH,159,"U.S. Physical Therapy, Inc.",Healthcare,Specialized Health Services,USA,1.88B,81.31,147.00,"72,483",Tomorrow Before Market EPS,3-Hold ,HOLD,B+ (Buy),B,November6,45.68,6.78,3.97,8.18,53.78,33.28,-8.20%,9.46%,-2.20%,12.00%,11.40%,0.82%,4.70%,10.50%,19.90%,1.90,1.90,0.29,0.29,23.10%,14.20%,4.90%,Nov 07/b,12.77M,12.52M,2.00%,-18.43%,-,0.08%,9.78%,14.33,85.39K,2.60%,14.26%,9.83%,25.58%,28.64%,43.62%,2.13%,2.19%,2.70,0.85,1.09,3.02,6.01%,9.18%,21.51%,-1.00%,48.95%,72.62,0.49%,0.27%
USWS,213,"U.S. Well Services, Inc.",Industrial Goods,Diversified Machinery,USA,123.30M,-,1.86,"48,375",Today After Market EPS,3-Hold ,BUY,None,F,November6,-,-,0.13,0.53,3.54,-,-,-7.40%,-,-,-,-,-20.30%,-50.70%,-12.00%,1.10,1.00,1.66,1.84,20.20%,-8.60%,-11.40%,Nov 06/a,66.29M,5.16M,9.91%,-,61.00%,0.21%,13.52%,10.90,64.05K,-5.58%,-7.00%,-33.09%,-74.66%,-81.64%,-71.38%,5.79%,8.24%,2.00,0.76,-,0.16,-3.65%,-17.40%,-65.40%,-82.34%,19.61%,41.18,-4.12%,-0.51%
VALE,214,Vale S.A.,Basic Materials,Industrial Metals & Minerals,Brazil,62.24B,17.71,12.17,"17,977,156",Today After Market EPS,3-Hold ,HOLD,C (Hold),D,November6,7.31,-,1.72,1.45,7.01,7.54,28.70%,1.34%,113.20%,-,23.50%,4.00%,3.90%,8.40%,19.20%,1.40,1.00,0.36,0.40,43.10%,16.60%,9.80%,Nov 06/a,5.11B,3.50B,38.50%,0.00%,19.20%,-0.78%,0.75%,1.39,18.85M,0.33%,10.14%,1.67%,-0.65%,-20.97%,-7.73%,1.88%,1.82%,2.60,0.95,1.16,0.32,3.96%,5.78%,-1.74%,-22.14%,19.31%,57.27,1.33%,-2.99%
VERI,215,"Veritone, Inc.",Technology,Application Software,USA,57.59M,-,2.70,"294,115",Today After Market EPS,3-Hold ,BUY,D (Sell),D,November6,-,-,1.34,1.03,1.27,-,43.90%,23.30%,-,50.00%,-,-,-55.70%,-108.30%,-102.80%,1.50,1.50,0.00,0.00,68.50%,-,-,Nov 06/a,21.33M,16.73M,1.40%,59.28%,28.90%,-0.05%,15.46%,5.23,494.73K,-0.74%,-14.01%,-47.78%,-62.24%,-63.81%,-28.95%,8.08%,7.25%,1.80,0.59,-,0.22,-8.01%,-24.20%,-54.44%,-72.95%,11.11%,30.37,1.12%,0.38%
VIVO,160,"Meridian Bioscience, Inc.",Healthcare,Diagnostic Substances,USA,419.99M,16.61,9.85,"179,530",Tomorrow Before Market EPS,3-Hold ,HOLD,C (Hold),D,November6,19.31,0.98,2.07,2.23,7.61,21.65,1.90%,-20.68%,-10.70%,17.00%,2.50%,5.08%,9.50%,14.20%,10.30%,6.90,4.70,0.40,0.40,59.70%,16.70%,12.60%,Nov 07/b,42.64M,42.22M,0.30%,33.36%,92.90%,-0.64%,5.78%,8.71,280.37K,1.13%,6.72%,-11.42%,-15.67%,-40.23%,-43.26%,2.78%,2.89%,3.50,0.64,0.36,0.27,0.75%,2.11%,-20.19%,-50.35%,11.68%,51.28,-1.40%,-1.09%
VNDA,216,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,680.78M,25.37,13.14,"378,962",Today After Market EPS,2-Buy ,BUY,C (Hold),C,November6,24.20,-,3.26,2.35,2.43,12.77,236.60%,62.09%,21.80%,-,41.60%,-,8.30%,10.20%,7.80%,5.00,5.00,0.00,0.00,89.40%,11.10%,13.60%,Nov 06/a,51.81M,51.79M,2.70%,-14.39%,-,0.33%,8.44%,7.20,607.43K,-4.23%,1.39%,-12.40%,-19.63%,-34.98%,-49.71%,4.15%,3.29%,2.00,0.62,0.27,0.48,-2.71%,-3.18%,-18.62%,-60.71%,11.07%,42.14,-2.67%,0.00%
VSLR,217,"Vivint Solar, Inc.",Technology,Semiconductor - Specialized,USA,804.17M,-,6.64,"1,125,646",Today After Market EPS,3-Hold ,BUY,C- (Hold),C,November6,3320.00,-,2.67,3.49,4.04,-,-172.60%,100.00%,-35.00%,18.00%,116.00%,-,-3.20%,-27.90%,-14.50%,0.90,0.80,5.15,5.78,20.50%,-48.50%,-25.10%,Nov 06/a,121.11M,117.54M,2.10%,-30.31%,92.60%,0.02%,9.16%,7.77,1.39M,-4.73%,-7.00%,-28.60%,0.45%,20.29%,74.28%,4.93%,4.99%,1.60,0.81,0.37,0.35,-2.63%,-7.72%,1.68%,-32.38%,87.04%,45.18,-2.06%,0.15%
VSTO,161,Vista Outdoor Inc.,Consumer Goods,Sporting Goods,USA,400.34M,-,6.90,"1,357,407",Tomorrow Before Market EPS,2-Buy ,BUY,D (Sell),D,November6,17.56,-,0.20,0.67,12.67,-,-500.70%,172.92%,-49.20%,25.00%,1.90%,-,-31.00%,-80.40%,-44.50%,3.00,1.80,1.24,1.28,20.00%,-28.90%,-30.80%,Nov 07/b,58.02M,56.96M,1.30%,6.15%,97.00%,-0.95%,5.75%,4.10,798.74K,3.76%,18.15%,18.97%,-25.32%,-49.67%,-39.21%,3.43%,3.50%,2.50,1.70,0.67,0.24,5.79%,11.42%,-11.43%,-51.41%,60.47%,65.88,-1.29%,-0.14%
VVV,218,Valvoline Inc.,Basic Materials,Oil & Gas Refining & Marketing,USA,4.18B,17.98,22.12,"1,019,328",Today After Market EPS,4-Sell ,BUY,C+ (Hold),B,November6,15.20,3.46,1.78,-,33.18,25.34,-17.20%,9.65%,0.00%,5.20%,2.70%,1.90%,11.90%,-72.30%,31.70%,1.90,1.50,-,-,33.80%,16.60%,9.60%,Nov 06/a,189.00M,187.48M,0.18%,-0.14%,96.60%,-0.05%,2.00%,3.87,969.25K,3.75%,2.88%,-3.32%,21.87%,6.40%,14.32%,1.47%,1.52%,2.40,1.05,-,0.36,1.95%,1.03%,10.07%,-4.49%,30.89%,59.71,0.55%,0.05%
